Country,Sector,Direct Impact,Indirect Impact,Total Impact,Multiplier Type,Unit of Measure
CAN,CAN_C23,2417046.382,1111974.095,3529020.477,Compensation (USD per million USD output),USD per million USD
CAN,CAN_C24,1007472.514,2620435.722,3627908.237,Compensation (USD per million USD output),USD per million USD
CAN,CAN_C25,5156528.24,1655921.739,6812449.979,Compensation (USD per million USD output),USD per million USD
CAN,CAN_C26,23130205.59,1709470.98,24839676.57,Compensation (USD per million USD output),USD per million USD
CAN,CAN_C27,7376207.581,813471.5277,8189679.109,Compensation (USD per million USD output),USD per million USD
CAN,CAN_C28,5427534.747,1833571.29,7261106.037,Compensation (USD per million USD output),USD per million USD
CAN,CAN_C29,3018768.88,2926930.877,5945699.757,Compensation (USD per million USD output),USD per million USD
CAN,CAN_C30,8184246.891,2336156.6,10520403.49,Compensation (USD per million USD output),USD per million USD
CAN,CAN_C31T33,2625953.546,1556948.347,4182901.892,Compensation (USD per million USD output),USD per million USD
CAN,CAN_D,1142201.792,899292.7452,2041494.537,Compensation (USD per million USD output),USD per million USD
CAN,CAN_E,3331565.564,885652.0189,4217217.583,Compensation (USD per million USD output),USD per million USD
CAN,CAN_F,57793.62518,16588508.46,16646302.09,Compensation (USD per million USD output),USD per million USD
CAN,CAN_G,5864302.719,12292784.18,18157086.9,Compensation (USD per million USD output),USD per million USD
CAN,CAN_H49,2843022.836,3828089.097,6671111.934,Compensation (USD per million USD output),USD per million USD
CAN,CAN_H50,2512127.323,372610.2847,2884737.608,Compensation (USD per million USD output),USD per million USD
CAN,CAN_H51,14035246.51,497849.9119,14533096.42,Compensation (USD per million USD output),USD per million USD
CAN,CAN_H52,3785113.286,1835385.184,5620498.47,Compensation (USD per million USD output),USD per million USD
CAN,CAN_H53,11059380.06,768691.6083,11828071.67,Compensation (USD per million USD output),USD per million USD
CAN,CAN_I,10566639.45,2068933.315,12635572.77,Compensation (USD per million USD output),USD per million USD
CAN,CAN_J58T60,4124788.751,2495337.462,6620126.214,Compensation (USD per million USD output),USD per million USD
CAN,CAN_J61,2781713.577,3955339.685,6737053.262,Compensation (USD per million USD output),USD per million USD
CAN,CAN_J62_63,3515481.247,3200998.576,6716479.823,Compensation (USD per million USD output),USD per million USD
CAN,CAN_K,5074734.398,9325150.614,14399885.01,Compensation (USD per million USD output),USD per million USD
CAN,CAN_L,598871.8205,6317228.817,6916100.638,Compensation (USD per million USD output),USD per million USD
CAN,CAN_M,8678777.737,4964699.914,13643477.65,Compensation (USD per million USD output),USD per million USD
CAN,CAN_N,7838909.1,3970019.951,11808929.05,Compensation (USD per million USD output),USD per million USD
CAN,CAN_O,11665951.55,10369243.02,22035194.58,Compensation (USD per million USD output),USD per million USD
CAN,CAN_P,2324251.338,2941139.065,5265390.403,Compensation (USD per million USD output),USD per million USD
CAN,CAN_Q,9674772.544,6693325.303,16368097.85,Compensation (USD per million USD output),USD per million USD
CAN,CAN_R,9228992.001,1274372.833,10503364.83,Compensation (USD per million USD output),USD per million USD
CAN,CAN_S,12871494.68,1730740.931,14602235.61,Compensation (USD per million USD output),USD per million USD
CAN,CAN_T,186145423.3,0,186145423.3,Compensation (USD per million USD output),USD per million USD
CAN,CAN_A01_02,27.99277786,56.4082379,84.40101576,Employment Elasticity (Jobs per million USD output),Jobs per million USD
CAN,CAN_A03,310.2025623,3.209948522,313.4125108,Employment Elasticity (Jobs per million USD output),Jobs per million USD
CAN,CAN_B05_06,15.5160964,57.73186951,73.24796591,Employment Elasticity (Jobs per million USD output),Jobs per million USD
CAN,CAN_B07_08,33.68239522,16.79248632,50.47488155,Employment Elasticity (Jobs per million USD output),Jobs per million USD
CAN,CAN_B09,70.21387145,7.608035672,77.82190712,Employment Elasticity (Jobs per million USD output),Jobs per million USD
CAN,CAN_C10T12,11.19314442,244.0065095,255.1996539,Employment Elasticity (Jobs per million USD output),Jobs per million USD
CAN,CAN_C13T15,276.2354631,13.00550258,289.2409657,Employment Elasticity (Jobs per million USD output),Jobs per million USD
CAN,CAN_C16,39.81620838,24.18091369,63.99712207,Employment Elasticity (Jobs per million USD output),Jobs per million USD
CAN,CAN_C17_18,43.31423176,25.32689026,68.64112201,Employment Elasticity (Jobs per million USD output),Jobs per million USD
CAN,CAN_C19,47.68148766,17.41464411,65.09613177,Employment Elasticity (Jobs per million USD output),Jobs per million USD
CAN,CAN_C20,20.31215723,20.50441208,40.81656931,Employment Elasticity (Jobs per million USD output),Jobs per million USD
CAN,CAN_C21,110.4740441,9.970869984,120.4449141,Employment Elasticity (Jobs per million USD output),Jobs per million USD
CAN,CAN_C22,56.71023903,18.71554921,75.42578824,Employment Elasticity (Jobs per million USD output),Jobs per million USD
CAN,CAN_C23,64.26776522,19.07460089,83.34236611,Employment Elasticity (Jobs per million USD output),Jobs per million USD
CAN,CAN_C24,25.08396858,46.3686555,71.45262409,Employment Elasticity (Jobs per million USD output),Jobs per million USD
CAN,CAN_C25,41.99845446,20.77709904,62.7755535,Employment Elasticity (Jobs per million USD output),Jobs per million USD
CAN,CAN_C26,117.1440286,12.34633324,129.4903618,Employment Elasticity (Jobs per million USD output),Jobs per million USD
CAN,CAN_C27,164.0177795,10.61784758,174.6356271,Employment Elasticity (Jobs per million USD output),Jobs per million USD
CAN,CAN_C28,46.57748631,18.53070481,65.10819111,Employment Elasticity (Jobs per million USD output),Jobs per million USD
CAN,CAN_C29,32.2046671,39.18192534,71.38659244,Employment Elasticity (Jobs per million USD output),Jobs per million USD
CAN,CAN_C30,57.57715339,20.46851031,78.0456637,Employment Elasticity (Jobs per million USD output),Jobs per million USD
CAN,CAN_C31T33,38.88055117,26.27848875,65.15903992,Employment Elasticity (Jobs per million USD output),Jobs per million USD
CAN,CAN_D,23.31024065,9.182516933,32.49275759,Employment Elasticity (Jobs per million USD output),Jobs per million USD
CAN,CAN_E,67.99113396,9.741491082,77.73262504,Employment Elasticity (Jobs per million USD output),Jobs per million USD
CAN,CAN_F,43.4989134,245.8649325,289.3638459,Employment Elasticity (Jobs per million USD output),Jobs per million USD
CAN,CAN_G,3.879903033,103.0824917,106.9623947,Employment Elasticity (Jobs per million USD output),Jobs per million USD
CAN,CAN_H49,14.14629247,39.13838023,53.2846727,Employment Elasticity (Jobs per million USD output),Jobs per million USD
CAN,CAN_H50,272.5241184,3.934500681,276.4586191,Employment Elasticity (Jobs per million USD output),Jobs per million USD
CAN,CAN_H51,177.4748873,5.418624952,182.8935123,Employment Elasticity (Jobs per million USD output),Jobs per million USD
CAN,CAN_H52,33.83190281,16.4490884,50.28099121,Employment Elasticity (Jobs per million USD output),Jobs per million USD
CAN,CAN_H53,77.80405826,6.762340992,84.56639925,Employment Elasticity (Jobs per million USD output),Jobs per million USD
CAN,CAN_I,19.57709558,52.78540565,72.36250123,Employment Elasticity (Jobs per million USD output),Jobs per million USD
CAN,CAN_J58T60,33.79977016,19.48175042,53.28152058,Employment Elasticity (Jobs per million USD output),Jobs per million USD
CAN,CAN_J61,22.7942048,26.88061127,49.67481607,Employment Elasticity (Jobs per million USD output),Jobs per million USD
CAN,CAN_J62_63,17.29361796,22.21346005,39.50707801,Employment Elasticity (Jobs per million USD output),Jobs per million USD
CAN,CAN_K,36.41525236,64.60275323,101.0180056,Employment Elasticity (Jobs per million USD output),Jobs per million USD
CAN,CAN_L,3.63905389,60.64725279,64.28630668,Employment Elasticity (Jobs per million USD output),Jobs per million USD
CAN,CAN_M,9.411286391,35.36943309,44.78071948,Employment Elasticity (Jobs per million USD output),Jobs per million USD
CAN,CAN_N,13.40435856,31.85246819,45.25682675,Employment Elasticity (Jobs per million USD output),Jobs per million USD
CAN,CAN_O,4.842755722,105.4434015,110.2861572,Employment Elasticity (Jobs per million USD output),Jobs per million USD
CAN,CAN_P,9.197888901,29.25005992,38.44794882,Employment Elasticity (Jobs per million USD output),Jobs per million USD
CAN,CAN_Q,5.860376529,68.81349213,74.67386866,Employment Elasticity (Jobs per million USD output),Jobs per million USD
CAN,CAN_R,58.34339757,11.26982152,69.61321909,Employment Elasticity (Jobs per million USD output),Jobs per million USD
CAN,CAN_S,31.28705561,18.5097952,49.79685081,Employment Elasticity (Jobs per million USD output),Jobs per million USD
CAN,CAN_T,452.4682141,0,452.4682141,Employment Elasticity (Jobs per million USD output),Jobs per million USD
CAN,CAN_A01_02,429953.5164,506038.9201,935992.4365,Value-Added Share (USD per million USD output),USD per million USD
CAN,CAN_A03,648881.7198,19552.60008,668434.3198,Value-Added Share (USD per million USD output),USD per million USD
CAN,CAN_B05_06,471442.6246,663542.5696,1134985.194,Value-Added Share (USD per million USD output),USD per million USD
CAN,CAN_B07_08,685675.8878,184112.6995,869788.5873,Value-Added Share (USD per million USD output),USD per million USD
CAN,CAN_B09,692975.8043,79413.95819,772389.7625,Value-Added Share (USD per million USD output),USD per million USD
CAN,CAN_C10T12,306087.7274,1139884.872,1445972.6,Value-Added Share (USD per million USD output),USD per million USD
CAN,CAN_C13T15,494129.9964,44179.97503,538309.9714,Value-Added Share (USD per million USD output),USD per million USD
CAN,CAN_C16,353340.978,251889.4518,605230.4298,Value-Added Share (USD per million USD output),USD per million USD
CAN,CAN_C17_18,410242.0832,252627.9056,662869.9888,Value-Added Share (USD per million USD output),USD per million USD
CAN,CAN_C19,306382.1671,223243.0511,529625.2182,Value-Added Share (USD per million USD output),USD per million USD
CAN,CAN_C20,426006.8736,234570.9928,660577.8665,Value-Added Share (USD per million USD output),USD per million USD
CAN,CAN_C21,507274.7158,80683.73323,587958.449,Value-Added Share (USD per million USD output),USD per million USD
CAN,CAN_C22,435041.2567,178136.3123,613177.569,Value-Added Share (USD per million USD output),USD per million USD
CAN,CAN_C23,397785.3328,182909.2697,580694.6026,Value-Added Share (USD per million USD output),USD per million USD
CAN,CAN_C24,201409.2174,540755.5459,742164.7633,Value-Added Share (USD per million USD output),USD per million USD
CAN,CAN_C25,483742.3983,204546.0262,688288.4245,Value-Added Share (USD per million USD output),USD per million USD
CAN,CAN_C26,586153.5758,79858.18374,666011.7596,Value-Added Share (USD per million USD output),USD per million USD
CAN,CAN_C27,477193.3278,65224.89354,542418.2213,Value-Added Share (USD per million USD output),USD per million USD
CAN,CAN_C28,517522.4503,177116.907,694639.3573,Value-Added Share (USD per million USD output),USD per million USD
CAN,CAN_C29,346200.1713,292455.7486,638655.9199,Value-Added Share (USD per million USD output),USD per million USD
CAN,CAN_C30,499418.4708,179432.5236,678850.9943,Value-Added Share (USD per million USD output),USD per million USD
CAN,CAN_C31T33,504086.3459,224013.263,728099.6089,Value-Added Share (USD per million USD output),USD per million USD
CAN,CAN_D,791142.5748,114163.1771,905305.7519,Value-Added Share (USD per million USD output),USD per million USD
CAN,CAN_E,590054.2569,103127.2093,693181.4662,Value-Added Share (USD per million USD output),USD per million USD
CAN,CAN_F,520357.9265,2120617.091,2640975.018,Value-Added Share (USD per million USD output),USD per million USD
CAN,CAN_G,638452.0118,1281841.432,1920293.444,Value-Added Share (USD per million USD output),USD per million USD
CAN,CAN_H49,515949.2374,490724.2244,1006673.462,Value-Added Share (USD per million USD output),USD per million USD
CAN,CAN_H50,416743.8818,41534.76699,458278.6488,Value-Added Share (USD per million USD output),USD per million USD
CAN,CAN_H51,421857.8071,55581.26618,477439.0733,Value-Added Share (USD per million USD output),USD per million USD
CAN,CAN_H52,540806.3496,196306.2248,737112.5744,Value-Added Share (USD per million USD output),USD per million USD
CAN,CAN_H53,606078.053,80036.48537,686114.5384,Value-Added Share (USD per million USD output),USD per million USD
CAN,CAN_I,506171.6794,337428.3959,843600.0753,Value-Added Share (USD per million USD output),USD per million USD
CAN,CAN_J58T60,533951.8691,234437.1952,768389.0643,Value-Added Share (USD per million USD output),USD per million USD
CAN,CAN_J61,633286.8332,285108.8717,918395.7048,Value-Added Share (USD per million USD output),USD per million USD
CAN,CAN_J62_63,618807.1554,324188.6611,942995.8165,Value-Added Share (USD per million USD output),USD per million USD
CAN,CAN_K,566315.4616,935643.7061,1501959.168,Value-Added Share (USD per million USD output),USD per million USD
CAN,CAN_L,769136.2378,710482.8363,1479619.074,Value-Added Share (USD per million USD output),USD per million USD
CAN,CAN_M,666252.2564,468153.6882,1134405.945,Value-Added Share (USD per million USD output),USD per million USD
CAN,CAN_N,632774.1929,379302.1437,1012076.337,Value-Added Share (USD per million USD output),USD per million USD
CAN,CAN_O,571424.3513,1186484.982,1757909.333,Value-Added Share (USD per million USD output),USD per million USD
CAN,CAN_P,801788.2536,321309.5673,1123097.821,Value-Added Share (USD per million USD output),USD per million USD
CAN,CAN_Q,721631.5288,673653.1247,1395284.654,Value-Added Share (USD per million USD output),USD per million USD
CAN,CAN_R,518048.53,119985.2855,638033.8156,Value-Added Share (USD per million USD output),USD per million USD
CAN,CAN_S,554829.0006,200060.5309,754889.5315,Value-Added Share (USD per million USD output),USD per million USD
CAN,CAN_T,1000000,0,1000000,Value-Added Share (USD per million USD output),USD per million USD
CAN,CAN_A01_02,10068.0691,9955.378229,20023.44733,Tax Revenue Share (USD per million USD output),USD per million USD
CAN,CAN_A03,22427.64525,390.63393,22818.27918,Tax Revenue Share (USD per million USD output),USD per million USD
CAN,CAN_B05_06,7332.907158,9733.138292,17066.04545,Tax Revenue Share (USD per million USD output),USD per million USD
CAN,CAN_B07_08,8871.942902,2772.803169,11644.74607,Tax Revenue Share (USD per million USD output),USD per million USD
CAN,CAN_B09,8573.113704,1234.767714,9807.881418,Tax Revenue Share (USD per million USD output),USD per million USD
CAN,CAN_C10T12,3718.362577,27146.54949,30864.91207,Tax Revenue Share (USD per million USD output),USD per million USD
CAN,CAN_C13T15,12955.44322,982.7534207,13938.19664,Tax Revenue Share (USD per million USD output),USD per million USD
CAN,CAN_C16,3412.249058,4265.417349,7677.666408,Tax Revenue Share (USD per million USD output),USD per million USD
CAN,CAN_C17_18,8264.355419,4401.459471,12665.81489,Tax Revenue Share (USD per million USD output),USD per million USD
CAN,CAN_C19,1902.491358,3408.784211,5311.275569,Tax Revenue Share (USD per million USD output),USD per million USD
CAN,CAN_C20,16119.72798,4872.605262,20992.33324,Tax Revenue Share (USD per million USD output),USD per million USD
CAN,CAN_C21,6562.158221,1471.410168,8033.568389,Tax Revenue Share (USD per million USD output),USD per million USD
CAN,CAN_C22,12867.55324,3983.426958,16850.98019,Tax Revenue Share (USD per million USD output),USD per million USD
CAN,CAN_C23,16060.51453,3943.331218,20003.84575,Tax Revenue Share (USD per million USD output),USD per million USD
CAN,CAN_C24,3519.280792,8589.227595,12108.50839,Tax Revenue Share (USD per million USD output),USD per million USD
CAN,CAN_C25,7274.132312,3644.538765,10918.67108,Tax Revenue Share (USD per million USD output),USD per million USD
CAN,CAN_C26,10589.82018,1438.95153,12028.77171,Tax Revenue Share (USD per million USD output),USD per million USD
CAN,CAN_C27,10661.15567,1214.704774,11875.86044,Tax Revenue Share (USD per million USD output),USD per million USD
CAN,CAN_C28,6450.981853,2884.565135,9335.546988,Tax Revenue Share (USD per million USD output),USD per million USD
CAN,CAN_C29,26269.34695,8289.690406,34559.03736,Tax Revenue Share (USD per million USD output),USD per million USD
CAN,CAN_C30,12707.27775,3983.826267,16691.10402,Tax Revenue Share (USD per million USD output),USD per million USD
CAN,CAN_C31T33,11784.69506,3952.532933,15737.22799,Tax Revenue Share (USD per million USD output),USD per million USD
CAN,CAN_D,5421.961976,1859.777645,7281.739622,Tax Revenue Share (USD per million USD output),USD per million USD
CAN,CAN_E,12428.77929,1890.974593,14319.75388,Tax Revenue Share (USD per million USD output),USD per million USD
CAN,CAN_F,9206.98001,39486.57124,48693.55125,Tax Revenue Share (USD per million USD output),USD per million USD
CAN,CAN_G,7492.868738,20267.02331,27759.89205,Tax Revenue Share (USD per million USD output),USD per million USD
CAN,CAN_H49,6955.732007,7091.003514,14046.73552,Tax Revenue Share (USD per million USD output),USD per million USD
CAN,CAN_H50,10137.8972,468.3749237,10606.27213,Tax Revenue Share (USD per million USD output),USD per million USD
CAN,CAN_H51,31785.75232,841.8512338,32627.60355,Tax Revenue Share (USD per million USD output),USD per million USD
CAN,CAN_H52,1146.901505,3356.194409,4503.095914,Tax Revenue Share (USD per million USD output),USD per million USD
CAN,CAN_H53,4146.956305,1201.111136,5348.067441,Tax Revenue Share (USD per million USD output),USD per million USD
CAN,CAN_I,18819.46198,7107.741302,25927.20328,Tax Revenue Share (USD per million USD output),USD per million USD
CAN,CAN_J58T60,15243.69634,5295.722983,20539.41933,Tax Revenue Share (USD per million USD output),USD per million USD
CAN,CAN_J61,12121.95811,5303.686347,17425.64446,Tax Revenue Share (USD per million USD output),USD per million USD
CAN,CAN_J62_63,7301.365504,5754.485895,13055.8514,Tax Revenue Share (USD per million USD output),USD per million USD
CAN,CAN_K,8584.482478,15196.75307,23781.23554,Tax Revenue Share (USD per million USD output),USD per million USD
CAN,CAN_L,6121.252548,12205.21247,18326.46502,Tax Revenue Share (USD per million USD output),USD per million USD
CAN,CAN_M,6947.411614,8105.658906,15053.07052,Tax Revenue Share (USD per million USD output),USD per million USD
CAN,CAN_N,10988.89315,6709.241346,17698.13449,Tax Revenue Share (USD per million USD output),USD per million USD
CAN,CAN_O,5743.992562,19641.98369,25385.97625,Tax Revenue Share (USD per million USD output),USD per million USD
CAN,CAN_P,3611.091182,5537.032344,9148.123526,Tax Revenue Share (USD per million USD output),USD per million USD
CAN,CAN_Q,6927.551095,11810.85752,18738.40861,Tax Revenue Share (USD per million USD output),USD per million USD
CAN,CAN_R,32415.59169,2888.081596,35303.67329,Tax Revenue Share (USD per million USD output),USD per million USD
CAN,CAN_S,13206.26617,3498.995629,16705.2618,Tax Revenue Share (USD per million USD output),USD per million USD
CAN,CAN_T,0,0,0,Tax Revenue Share (USD per million USD output),USD per million USD
CHN,CHN_A01_02,1,0,1,Output Multiplier,Dimensionless
CHN,CHN_A03,1,0,1,Output Multiplier,Dimensionless
CHN,CHN_B05_06,1,0,1,Output Multiplier,Dimensionless
CHN,CHN_B07_08,1,0,1,Output Multiplier,Dimensionless
CHN,CHN_B09,1,0,1,Output Multiplier,Dimensionless
CHN,CHN_C10T12,1,0,1,Output Multiplier,Dimensionless
CHN,CHN_C13T15,1,0,1,Output Multiplier,Dimensionless
CHN,CHN_C16,1,0,1,Output Multiplier,Dimensionless
CHN,CHN_C17_18,1,0,1,Output Multiplier,Dimensionless
CHN,CHN_C19,1,0,1,Output Multiplier,Dimensionless
CHN,CHN_C20,1,0,1,Output Multiplier,Dimensionless
CHN,CHN_C21,1,0,1,Output Multiplier,Dimensionless
CHN,CHN_C22,1,0,1,Output Multiplier,Dimensionless
CHN,CHN_C23,1,0,1,Output Multiplier,Dimensionless
CHN,CHN_C24,1,0,1,Output Multiplier,Dimensionless
CHN,CHN_C25,1,0,1,Output Multiplier,Dimensionless
CHN,CHN_C26,1,0,1,Output Multiplier,Dimensionless
CHN,CHN_C27,1,0,1,Output Multiplier,Dimensionless
CHN,CHN_C28,1,0,1,Output Multiplier,Dimensionless
CHN,CHN_C29,1,0,1,Output Multiplier,Dimensionless
CHN,CHN_C30,1,0,1,Output Multiplier,Dimensionless
CHN,CHN_C31T33,1,0,1,Output Multiplier,Dimensionless
CHN,CHN_D,1,0,1,Output Multiplier,Dimensionless
CHN,CHN_E,1,0,1,Output Multiplier,Dimensionless
CHN,CHN_F,1,0,1,Output Multiplier,Dimensionless
CHN,CHN_G,1,0,1,Output Multiplier,Dimensionless
CHN,CHN_H49,1,0,1,Output Multiplier,Dimensionless
CHN,CHN_H50,1,0,1,Output Multiplier,Dimensionless
CHN,CHN_H51,1,0,1,Output Multiplier,Dimensionless
CHN,CHN_H52,1,0,1,Output Multiplier,Dimensionless
CHN,CHN_H53,1,0,1,Output Multiplier,Dimensionless
CHN,CHN_I,1,0,1,Output Multiplier,Dimensionless
CHN,CHN_J58T60,1,0,1,Output Multiplier,Dimensionless
CHN,CHN_J61,1,0,1,Output Multiplier,Dimensionless
CHN,CHN_J62_63,1,0,1,Output Multiplier,Dimensionless
CHN,CHN_K,1,0,1,Output Multiplier,Dimensionless
CHN,CHN_L,1,0,1,Output Multiplier,Dimensionless
CHN,CHN_M,1,0,1,Output Multiplier,Dimensionless
CHN,CHN_N,1,0,1,Output Multiplier,Dimensionless
CHN,CHN_O,1,0,1,Output Multiplier,Dimensionless
CHN,CHN_P,1,0,1,Output Multiplier,Dimensionless
CHN,CHN_Q,1,0,1,Output Multiplier,Dimensionless
CHN,CHN_R,1,0,1,Output Multiplier,Dimensionless
CHN,CHN_S,1,0,1,Output Multiplier,Dimensionless
CHN,CHN_T,1,0,1,Output Multiplier,Dimensionless
CHN,CHN_A01_02,9523.968663,0,9523.968663,Compensation (USD per million USD output),USD per million USD
CHN,CHN_A03,77328.82406,0,77328.82406,Compensation (USD per million USD output),USD per million USD
CHN,CHN_B05_06,22698.49748,0,22698.49748,Compensation (USD per million USD output),USD per million USD
CHN,CHN_B07_08,35888.10287,0,35888.10287,Compensation (USD per million USD output),USD per million USD
CHN,CHN_B09,620527.9485,0,620527.9485,Compensation (USD per million USD output),USD per million USD
CHN,CHN_C10T12,43123.96555,0,43123.96555,Compensation (USD per million USD output),USD per million USD
CHN,CHN_C13T15,4069.371317,0,4069.371317,Compensation (USD per million USD output),USD per million USD
CHN,CHN_C16,71610.10183,0,71610.10183,Compensation (USD per million USD output),USD per million USD
CHN,CHN_C17_18,36642.08885,0,36642.08885,Compensation (USD per million USD output),USD per million USD
CHN,CHN_C19,20526.15031,0,20526.15031,Compensation (USD per million USD output),USD per million USD
CHN,CHN_C20,52619.58238,0,52619.58238,Compensation (USD per million USD output),USD per million USD
CHN,CHN_C21,38815.69939,0,38815.69939,Compensation (USD per million USD output),USD per million USD
CHN,CHN_C22,53787.47516,0,53787.47516,Compensation (USD per million USD output),USD per million USD
CHN,CHN_C23,18681.55668,0,18681.55668,Compensation (USD per million USD output),USD per million USD
CHN,CHN_C24,11983.62465,0,11983.62465,Compensation (USD per million USD output),USD per million USD
CHN,CHN_C25,73236.93672,0,73236.93672,Compensation (USD per million USD output),USD per million USD
CHN,CHN_C26,64882.67222,0,64882.67222,Compensation (USD per million USD output),USD per million USD
CHN,CHN_C27,24490.53031,0,24490.53031,Compensation (USD per million USD output),USD per million USD
CHN,CHN_C28,46864.03827,0,46864.03827,Compensation (USD per million USD output),USD per million USD
CHN,CHN_C29,49402.85146,0,49402.85146,Compensation (USD per million USD output),USD per million USD
CHN,CHN_C30,306458.0321,0,306458.0321,Compensation (USD per million USD output),USD per million USD
CHN,CHN_C31T33,91952.59892,0,91952.59892,Compensation (USD per million USD output),USD per million USD
CHN,CHN_D,23552.15981,0,23552.15981,Compensation (USD per million USD output),USD per million USD
CHN,CHN_E,103018.1371,0,103018.1371,Compensation (USD per million USD output),USD per million USD
CHN,CHN_F,102220.0099,0,102220.0099,Compensation (USD per million USD output),USD per million USD
CHN,CHN_G,360145.4043,0,360145.4043,Compensation (USD per million USD output),USD per million USD
CHN,CHN_H49,111946.3842,0,111946.3842,Compensation (USD per million USD output),USD per million USD
CHN,CHN_H50,24024.10229,0,24024.10229,Compensation (USD per million USD output),USD per million USD
CHN,CHN_H51,413981.6636,0,413981.6636,Compensation (USD per million USD output),USD per million USD
CHN,CHN_H52,280457.2345,0,280457.2345,Compensation (USD per million USD output),USD per million USD
CHN,CHN_H53,892672.554,0,892672.554,Compensation (USD per million USD output),USD per million USD
CHN,CHN_I,479824.6852,0,479824.6852,Compensation (USD per million USD output),USD per million USD
CHN,CHN_J58T60,655568.2691,0,655568.2691,Compensation (USD per million USD output),USD per million USD
CHN,CHN_J61,197275.4915,0,197275.4915,Compensation (USD per million USD output),USD per million USD
CHN,CHN_J62_63,280239.3757,0,280239.3757,Compensation (USD per million USD output),USD per million USD
CHN,CHN_K,416411.9423,0,416411.9423,Compensation (USD per million USD output),USD per million USD
CHN,CHN_L,77300.49869,0,77300.49869,Compensation (USD per million USD output),USD per million USD
CHN,CHN_M,431777.5488,0,431777.5488,Compensation (USD per million USD output),USD per million USD
CHN,CHN_N,577102.4906,0,577102.4906,Compensation (USD per million USD output),USD per million USD
CHN,CHN_O,1213862.635,0,1213862.635,Compensation (USD per million USD output),USD per million USD
CHN,CHN_P,182346.1631,0,182346.1631,Compensation (USD per million USD output),USD per million USD
CHN,CHN_Q,1423328.609,0,1423328.609,Compensation (USD per million USD output),USD per million USD
CHN,CHN_R,869862.6446,0,869862.6446,Compensation (USD per million USD output),USD per million USD
CHN,CHN_S,729857.8569,0,729857.8569,Compensation (USD per million USD output),USD per million USD
CHN,CHN_T,0,0,0,Compensation (USD per million USD output),USD per million USD
CHN,CHN_A01_02,0.911433016,0,0.911433016,Employment Elasticity (Jobs per million USD output),Jobs per million USD
CHN,CHN_A03,4.565269892,0,4.565269892,Employment Elasticity (Jobs per million USD output),Jobs per million USD
CHN,CHN_B05_06,1.564065287,0,1.564065287,Employment Elasticity (Jobs per million USD output),Jobs per million USD
CHN,CHN_B07_08,3.212038205,0,3.212038205,Employment Elasticity (Jobs per million USD output),Jobs per million USD
CHN,CHN_B09,34.58328866,0,34.58328866,Employment Elasticity (Jobs per million USD output),Jobs per million USD
CHN,CHN_C10T12,0.56552312,0,0.56552312,Employment Elasticity (Jobs per million USD output),Jobs per million USD
CHN,CHN_C13T15,0.644959397,0,0.644959397,Employment Elasticity (Jobs per million USD output),Jobs per million USD
CHN,CHN_C16,4.510872556,0,4.510872556,Employment Elasticity (Jobs per million USD output),Jobs per million USD
CHN,CHN_C17_18,2.060917846,0,2.060917846,Employment Elasticity (Jobs per million USD output),Jobs per million USD
CHN,CHN_C19,1.91252274,0,1.91252274,Employment Elasticity (Jobs per million USD output),Jobs per million USD
CHN,CHN_C20,12.06004455,0,12.06004455,Employment Elasticity (Jobs per million USD output),Jobs per million USD
CHN,CHN_C21,2.445083426,0,2.445083426,Employment Elasticity (Jobs per million USD output),Jobs per million USD
CHN,CHN_C22,1.775369272,0,1.775369272,Employment Elasticity (Jobs per million USD output),Jobs per million USD
CHN,CHN_C23,0.993462026,0,0.993462026,Employment Elasticity (Jobs per million USD output),Jobs per million USD
CHN,CHN_C24,0.59673462,0,0.59673462,Employment Elasticity (Jobs per million USD output),Jobs per million USD
CHN,CHN_C25,1.192987998,0,1.192987998,Employment Elasticity (Jobs per million USD output),Jobs per million USD
CHN,CHN_C26,0.657202772,0,0.657202772,Employment Elasticity (Jobs per million USD output),Jobs per million USD
CHN,CHN_C27,1.089145705,0,1.089145705,Employment Elasticity (Jobs per million USD output),Jobs per million USD
CHN,CHN_C28,0.804346431,0,0.804346431,Employment Elasticity (Jobs per million USD output),Jobs per million USD
CHN,CHN_C29,1.054073663,0,1.054073663,Employment Elasticity (Jobs per million USD output),Jobs per million USD
CHN,CHN_C30,4.311937642,0,4.311937642,Employment Elasticity (Jobs per million USD output),Jobs per million USD
CHN,CHN_C31T33,2.72294819,0,2.72294819,Employment Elasticity (Jobs per million USD output),Jobs per million USD
CHN,CHN_D,0.961312646,0,0.961312646,Employment Elasticity (Jobs per million USD output),Jobs per million USD
CHN,CHN_E,4.204821922,0,4.204821922,Employment Elasticity (Jobs per million USD output),Jobs per million USD
CHN,CHN_F,6.869522758,0,6.869522758,Employment Elasticity (Jobs per million USD output),Jobs per million USD
CHN,CHN_G,0.476554269,0,0.476554269,Employment Elasticity (Jobs per million USD output),Jobs per million USD
CHN,CHN_H49,1.114044018,0,1.114044018,Employment Elasticity (Jobs per million USD output),Jobs per million USD
CHN,CHN_H50,5.212432694,0,5.212432694,Employment Elasticity (Jobs per million USD output),Jobs per million USD
CHN,CHN_H51,10.46954879,0,10.46954879,Employment Elasticity (Jobs per million USD output),Jobs per million USD
CHN,CHN_H52,5.013536549,0,5.013536549,Employment Elasticity (Jobs per million USD output),Jobs per million USD
